cds,rtype,sname,dname,cname,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21
19647330111575,S,Animo Ralph Bunche Charter High                   ,Los Angeles Unified                               ,Los Angeles    ,141,14,*,*,*,*,*,*
19647330111583,S,Animo Jackie Robinson High                        ,Los Angeles Unified                               ,Los Angeles    ,151,49,15,15,17,15,7,14.29
19647330111625,S,Animo Watts College Preparatory Academy           ,Los Angeles Unified                               ,Los Angeles    ,116,32,14,16,17,15,2,6.25
19647330111641,S,Alliance Ouchi-O'Donovan 6-12 Complex             ,Los Angeles Unified                               ,Los Angeles    ,122,121,16,17,18,17,26,21.49
19647330111658,S,Alliance Marc & Eva Stern Math and Science        ,Los Angeles Unified                               ,Los Angeles    ,168,40,19,21,20,19,17,42.50
19647330112029,S,School of Business and Tourism at Contreras Learni,Los Angeles Unified                               ,Los Angeles    ,109,38,14,16,17,15,4,10.53
19647330112037,S,East Valley Senior High                           ,Los Angeles Unified                               ,Los Angeles    ,139,3,*,*,*,*,*,*
19647330112045,S,Arleta High                                       ,Los Angeles Unified                               ,Los Angeles    ,313,35,17,19,18,17,9,25.71
19647330112052,S,Panorama High                                     ,Los Angeles Unified                               ,Los Angeles    ,298,89,15,17,17,17,15,16.85
19647330112508,S,Bright Star Secondary Charter Academy             ,Los Angeles Unified                               ,Los Angeles    ,112,20,22,22,24,23,14,70.00
19647330112862,S,Student Empowerment Academy                       ,Los Angeles Unified                               ,Los Angeles    ,46,16,14,16,15,15,1,6.25
19647330112870,S,Contreras Learning Center-Los Angeles School of Gl,Los Angeles Unified                               ,Los Angeles    ,90,8,*,*,*,*,*,*
19647330114850,S,West Adams Preparatory High                       ,Los Angeles Unified                               ,Los Angeles    ,365,50,14,15,18,16,7,14.00
19647330115030,S,Magnolia Science Academy 3                        ,Los Angeles Unified                               ,Los Angeles    ,34,1,*,*,*,*,*,*
19647330115212,S,Magnolia Science Academy 2                        ,Los Angeles Unified                               ,Los Angeles    ,48,16,18,18,20,19,5,31.25
19647330115253,S,Discovery Charter Preparatory #2                  ,Los Angeles Unified                               ,Los Angeles    ,59,11,*,*,*,*,*,*
19647330116509,S,Alliance Morgan McKinzie High                     ,Los Angeles Unified                               ,Los Angeles    ,63,50,15,16,17,16,6,12.00
19647330117051,S,Edward R. Roybal Learning Center                  ,Los Angeles Unified                               ,Los Angeles    ,255,82,15,17,17,17,9,10.98
19647330117069,S,Helen Bernstein High                              ,Los Angeles Unified                               ,Los Angeles    ,120,54,16,17,17,17,6,11.11
19647330117077,S,APEX Academy                                      ,Los Angeles Unified                               ,Los Angeles    ,102,24,14,16,16,16,2,8.33
19647330117598,S,Alliance Health Services Academy High             ,Los Angeles Unified                               ,Los Angeles    ,98,81,16,17,16,17,13,16.05
19647330117606,S,Alliance Leichtman-Levine Family Foundation Enviro,Los Angeles Unified                               ,Los Angeles    ,120,115,18,19,19,19,36,31.30
19647330117622,S,Magnolia Science Academy 4                        ,Los Angeles Unified                               ,Los Angeles    ,21,5,*,*,*,*,*,*
19647330117721,S,Contreras Learning Center-Academic Leadership Comm,Los Angeles Unified                               ,Los Angeles    ,88,37,14,15,16,16,3,8.11
19647330117747,S,RFK Community Schools-Los Angeles High School of t,Los Angeles Unified                               ,Los Angeles    ,85,12,*,*,*,*,*,*
19647330117754,S,Los Angeles Teacher Preparatory Academy           ,Los Angeles Unified                               ,Los Angeles    ,36,13,*,*,*,*,*,*
19647330117762,S,RFK Community Schools-for the Visual Arts and Huma,Los Angeles Unified                               ,Los Angeles    ,66,22,14,16,16,16,0,0.00
19647330117911,S,New Millennium Secondary                          ,Los Angeles Unified                               ,Los Angeles    ,43,2,*,*,*,*,*,*
19647330118588,S,Alain Leroy Locke College Preparatory Academy     ,Los Angeles Unified                               ,Los Angeles    ,477,124,14,14,16,15,8,6.45
19647330119651,S,Sun Valley High                                   ,Los Angeles Unified                               ,Los Angeles    ,89,18,13,15,15,15,0,0.00
19647330119685,S,RFK Community Schools-New Open World Academy K-12 ,Los Angeles Unified                               ,Los Angeles    ,36,22,15,16,16,16,2,9.09
19647330119693,S,RFK Community Schools-UCLA Community K-12         ,Los Angeles Unified                               ,Los Angeles    ,110,51,16,16,18,17,9,17.65
19647330119727,S,Ramon C. Cortines School of Visual and Performing ,Los Angeles Unified                               ,Los Angeles    ,361,127,19,19,19,18,43,33.86
19647330119966,S,Felicitas and Gonzalo Mendez High                 ,Los Angeles Unified                               ,Los Angeles    ,166,48,16,17,17,17,7,14.58
19647330120071,S,New Designs Charter School-Watts                  ,Los Angeles Unified                               ,Los Angeles    ,14,5,*,*,*,*,*,*
19647330120360,S,Daniel Pearl Journalism & Communications Magnet   ,Los Angeles Unified                               ,Los Angeles    ,93,28,20,20,20,19,11,39.29
19647330121095,S,RFK Community Schools-Ambassador-Global Leadership,Los Angeles Unified                               ,Los Angeles    ,79,22,18,19,18,18,7,31.82
19647330121285,S,Alliance Cindy and Bill Simon Technology Academy H,Los Angeles Unified                               ,Los Angeles    ,133,29,13,15,17,15,4,13.79
19647330121293,S,Alliance Tennenbaum Family Technology High        ,Los Angeles Unified                               ,Los Angeles    ,132,94,15,17,18,16,19,20.21
19647330122275,S,Environmental and Social Policy Magnet            ,Los Angeles Unified                               ,Los Angeles    ,46,21,15,17,16,17,2,9.52
19647330122333,S,"Math, Science, & Technology Magnet Academy at Roos",Los Angeles Unified                               ,Los Angeles    ,98,38,19,20,21,19,16,42.11
19647330122341,S,Esteban Torres East LA Performing Arts Magnet     ,Los Angeles Unified                               ,Los Angeles    ,100,30,15,16,16,16,3,10.00
